date,product_id,warehouse_id,supplier_id,units_ordered,reason,metadata
2023-04-20,MON-017,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 101, 'inventory': 99}"
2023-04-20,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-04-20,DOC-048,WH-CENTRAL,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 61}"
2023-04-21,MON-020,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 81}"
2023-04-22,MON-016,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 93, 'inventory': 90}"
2023-04-24,LAP-005,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 11}"
2023-04-24,TAB-012,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 54}"
2023-04-24,MON-019,WH-EAST,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 57}"
2023-04-24,MON-019,WH-CENTRAL,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 59}"
2023-04-24,LAP-045,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-04-25,MON-018,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 72, 'inventory': 71}"
2023-04-25,LAP-045,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-04-27,LAP-003,WH-WEST,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-04-28,MON-015,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 63}"
2023-04-28,MIC-029,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 265, 'inventory': 264}"
2023-04-29,MIC-034,WH-EAST,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 248, 'inventory': 246}"
2023-05-01,LAP-001,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 13}"
2023-05-01,LAP-007,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 17}"
2023-05-01,KEY-028,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 149, 'inventory': 146}"
2023-05-03,LAP-002,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-05-03,MIC-031,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 258, 'inventory': 254}"
2023-05-04,KEY-025,WH-EAST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 203, 'inventory': 194}"
2023-05-05,MIC-033,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 185, 'inventory': 185}"
2023-05-05,MIC-036,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 159}"
2023-05-05,DOC-047,WH-CENTRAL,SUP-C,336,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 64}"
2023-05-07,KEY-024,WH-EAST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 211, 'inventory': 209}"
2023-05-10,LAP-006,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-05-10,LAP-008,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 10}"
2023-05-10,KEY-023,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 145, 'inventory': 141}"
2023-05-11,KEY-027,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 151}"
2023-05-11,MIC-029,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 265, 'inventory': 265}"
2023-05-11,MIC-032,WH-EAST,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 168, 'inventory': 161}"
2023-05-12,KEY-022,WH-EAST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 141, 'inventory': 136}"
2023-05-12,KEY-026,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 161, 'inventory': 160}"
2023-05-12,MIC-035,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 226, 'inventory': 224}"
2023-05-13,KEY-021,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 116, 'inventory': 116}"
2023-05-15,MON-017,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 101, 'inventory': 101}"
2023-05-15,DOC-047,WH-WEST,SUP-C,336,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 63}"
2023-05-16,KEY-024,WH-CENTRAL,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 211, 'inventory': 210}"
2023-05-16,MIC-030,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 140, 'inventory': 139}"
2023-05-16,MIC-031,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 258, 'inventory': 254}"
2023-05-16,LAP-046,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-05-17,LAP-004,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 13}"
2023-05-17,KEY-025,WH-CENTRAL,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 203, 'inventory': 192}"
2023-05-17,MIC-034,WH-CENTRAL,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 248, 'inventory': 240}"
2023-05-17,LAP-043,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-05-18,LAP-044,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-05-22,MON-019,WH-WEST,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 60}"
2023-05-22,KEY-027,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 152}"
2023-05-23,KEY-023,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 145, 'inventory': 143}"
2023-05-23,DOC-049,WH-WEST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 70, 'inventory': 69}"
2023-05-24,MON-016,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 93, 'inventory': 92}"
2023-05-24,DOC-048,WH-WEST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 61}"
2023-05-25,MON-020,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 80}"
2023-05-25,KEY-022,WH-CENTRAL,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 141, 'inventory': 129}"
2023-05-25,KEY-028,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 149, 'inventory': 144}"
2023-05-26,MON-018,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 72, 'inventory': 72}"
2023-05-26,KEY-026,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 161, 'inventory': 161}"
2023-05-26,MIC-032,WH-CENTRAL,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 168, 'inventory': 156}"
2023-05-26,DOC-050,WH-WEST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 69, 'inventory': 69}"
2023-05-27,MIC-036,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 158}"
2023-05-28,MIC-033,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 185, 'inventory': 182}"
2023-05-30,KEY-021,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 116, 'inventory': 114}"
2023-05-31,TAB-011,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 83}"
2023-05-31,TAB-013,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 78}"
2023-05-31,TAB-014,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 80}"
2023-05-31,MIC-035,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 226, 'inventory': 209}"
2023-05-31,LAP-045,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-06-01,LAP-007,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 18}"
2023-06-01,MIC-030,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 140, 'inventory': 137}"
2023-06-02,MON-015,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 62}"
2023-06-09,LAP-043,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-06-12,TAB-009,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 47}"
2023-06-14,LAP-044,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-06-18,USB-038,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 373, 'inventory': 371}"
2023-06-19,LAP-006,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 13}"
2023-06-20,TAB-012,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 50}"
2023-06-20,USB-037,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 302, 'inventory': 291}"
2023-06-21,TAB-010,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 65}"
2023-06-21,TAB-014,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 79}"
2023-06-22,LAP-044,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-06-23,TAB-013,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 82}"
2023-06-23,USB-040,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 304, 'inventory': 303}"
2023-06-23,USB-041,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 369, 'inventory': 362}"
2023-06-24,USB-042,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 227, 'inventory': 225}"
2023-06-27,USB-039,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 246, 'inventory': 233}"
2023-06-28,LAP-005,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 12}"
2023-06-28,LAP-008,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 9}"
2023-06-28,LAP-043,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-06-29,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-07-01,TAB-011,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 87}"
2023-07-03,LAP-004,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 13}"
2023-07-04,TAB-010,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 66}"
2023-07-06,TAB-012,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 54}"
2023-07-06,KEY-027,WH-WEST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 158}"
2023-07-07,KEY-025,WH-WEST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 203, 'inventory': 200}"
2023-07-07,MIC-034,WH-WEST,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 248, 'inventory': 245}"
2023-07-10,TAB-009,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 45}"
2023-07-10,KEY-024,WH-WEST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 211, 'inventory': 208}"
2023-07-11,KEY-028,WH-WEST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 149, 'inventory': 145}"
2023-07-11,USB-038,WH-CENTRAL,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 373, 'inventory': 359}"
2023-07-11,LAP-046,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-07-12,USB-037,WH-CENTRAL,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 302, 'inventory': 294}"
2023-07-12,LAP-043,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-07-13,MIC-035,WH-WEST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 226, 'inventory': 221}"
2023-07-13,USB-040,WH-CENTRAL,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 304, 'inventory': 295}"
2023-07-13,LAP-046,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-07-14,MIC-029,WH-WEST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 265, 'inventory': 260}"
2023-07-14,MIC-031,WH-WEST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 258, 'inventory': 254}"
2023-07-15,LAP-001,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-07-17,USB-041,WH-CENTRAL,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 369, 'inventory': 361}"
2023-07-18,LAP-003,WH-CENTRAL,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-07-18,KEY-022,WH-WEST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 141, 'inventory': 129}"
2023-07-18,LAP-045,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-07-19,MIC-033,WH-WEST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 185, 'inventory': 181}"
2023-07-19,USB-039,WH-CENTRAL,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 246, 'inventory': 246}"
2023-07-20,KEY-023,WH-WEST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 145, 'inventory': 143}"
2023-07-20,MIC-036,WH-WEST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 152}"
2023-07-21,LAP-003,WH-EAST,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-07-22,MIC-032,WH-WEST,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 168, 'inventory': 167}"
2023-07-25,LAP-002,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-07-27,LAP-002,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-07-27,KEY-026,WH-WEST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 161, 'inventory': 158}"
2023-07-30,USB-042,WH-CENTRAL,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 227, 'inventory': 224}"
2023-08-01,LAP-004,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 11}"
2023-08-01,LAP-005,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 9}"
2023-08-01,KEY-021,WH-WEST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 116, 'inventory': 108}"
2023-08-01,LAP-045,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 6}"
2023-08-02,LAP-001,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-08-02,LAP-006,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-08-02,LAP-008,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 10}"
2023-08-02,MIC-030,WH-WEST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 140, 'inventory': 128}"
2023-08-04,LAP-045,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-08-04,DOC-049,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 70, 'inventory': 68}"
2023-08-07,LAP-043,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-08-07,LAP-044,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-08-08,LAP-044,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-08-08,DOC-047,WH-EAST,SUP-C,336,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 63}"
2023-08-09,LAP-007,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 17}"
2023-08-09,MON-016,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 93, 'inventory': 89}"
2023-08-09,MON-020,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 75}"
2023-08-10,TAB-011,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 84}"
2023-08-10,TAB-013,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 78}"
2023-08-10,DOC-048,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 62}"
2023-08-11,TAB-011,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 85}"
2023-08-11,TAB-014,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 77}"
2023-08-11,MON-018,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 72, 'inventory': 70}"
2023-08-11,LAP-043,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-08-11,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-08-11,LAP-046,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-08-13,MON-017,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 101, 'inventory': 100}"
2023-08-14,MON-015,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 64}"
2023-08-15,LAP-007,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 18}"
2023-08-15,TAB-009,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 44}"
2023-08-15,TAB-009,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 42}"
2023-08-15,TAB-012,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 46}"
2023-08-15,TAB-013,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 81}"
2023-08-15,MON-019,WH-EAST,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 55}"
2023-08-16,LAP-044,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-08-16,DOC-050,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 69, 'inventory': 68}"
2023-08-17,TAB-010,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 65}"
2023-08-18,TAB-012,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 53}"
